unique_id,hurst,series_length,unitroot_pp,unitroot_kpss,hw_alpha,hw_beta,hw_gamma,stability,nperiods,seasonal_period,trend,spike,linearity,curvature,e_acf1,e_acf10,x_pacf5,diff1x_pacf5,diff2x_pacf5,nonlinearity,lumpiness,alpha,beta,arch_acf,garch_acf,arch_r2,garch_r2,flat_spots,entropy,crossing_points,arch_lm,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10
1-2,0.9305987707881966,1279,-790.6308078809657,3.0849186549896626,,,,0.5334580447617828,0,1,0.4914512056515554,3.3172363965779655e-07,12.137531877079924,-2.3650089596686685,0.08267301758576791,0.25939715113621953,0.44713531443610555,0.4213990567636535,0.8401120573794515,0.29125383717061415,0.08293986254187939,0.09345353612349075,0.019128725625283505,,,,,6,0.6531687804198739,367,0.21321629318572843,0.5295795761550125,2.4005009954885277,-0.4577453395280367,0.4672902871307481,-0.6687579516059978,0.8237555704715307
2-2,0.8939130070496846,1279,-686.1018048485555,3.30002658815828,,,,0.5678544366195468,0,1,0.5307484199340813,2.858708868660896e-07,12.745512698761706,-1.559573224716916,0.09724480320521431,0.41837969503479566,0.49134918762772234,0.43254516768910156,0.7835984591954617,0.5927883576443178,0.07854892386666876,0.08379375181116255,0.03438362221826236,,,,,7,0.6091638584400709,341,0.32674002779646494,0.573903773514125,2.8095545911947526,-0.4267401126889841,0.5300100053866612,-0.6528195290351142,0.9149804886867502
3-2,0.9357099037533392,1279,-664.100074640241,3.14723562984617,,,,0.5709926110744303,0,1,0.5338131410984974,2.9045337579202543e-07,12.67160776919755,-1.368864625197139,0.11217235808673481,0.3496063368562445,0.5227126871500103,0.43578440653976425,0.805111377629513,0.24200435202675216,0.06383020466891252,0.09882555102591797,0.021072179582003955,,,,,6,0.6130252854235393,363,0.267586955823763,0.5825754861046697,2.905387538672403,-0.4555075735044416,0.4709498353763934,-0.6813387129163359,0.8474386809861114
4-2,0.9043918234067194,1279,-693.8518447872354,2.9057180166393533,,,,0.5569438363888073,0,1,0.5154722448303153,2.5407843455561136e-07,12.143146858700199,-1.8932924209174644,0.11308368621552149,0.358941105372075,0.47595917107882835,0.4307803445181272,0.7881580226704984,0.11885819001881995,0.049786208804053815,0.08878562719897905,0.02577211541873167,,,,,5,0.6159519153987806,369,0.2943616637730163,0.566584089368527,2.678399117609127,-0.43037016238317527,0.42830257025720075,-0.6621843017180655,0.7768808073486719
5-2,0.9450079016012061,1279,-795.4386597340621,3.570314939007251,,,,0.5131024859515315,0,1,0.46261779306720474,4.1397064208913624e-07,12.995596796029066,-1.7592978705130782,0.11669686329046877,0.24877236548965906,0.39830195026323384,0.4257792582462301,0.799850948533356,0.14690739129011354,0.07371227368941945,0.10169053583275846,0.0,,,,,7,0.6748957864100575,371,0.2279642743322804,0.5237416644203923,2.199297034573689,-0.41555714764967566,0.33843679141672617,-0.62785183142635,0.5897181496543392
6-2,0.9170173854606346,1279,-926.5010636481472,2.9786979464235177,,,,0.49565135048390846,0,1,0.4573057633234854,3.3087025175490446e-07,11.618695785422755,-1.6470314056475002,0.03872376101871162,0.24048200154021523,0.4082157238073386,0.4782222981955728,0.8691063436013011,0.3150105791976812,0.07228851942047314,0.07984760847229344,0.027001713053715147,,,,,5,,419,0.21604764106297636,0.47628200075116334,2.056513634443862,-0.4797411301772343,0.47931175233503776,-0.6810994507481676,0.8519812768547481
7-2,0.8904111608950753,1279,-860.2125339114,2.9679175938314053,,,,0.484705061701279,0,1,0.44893279568134437,3.7701415860440513e-07,11.680959544985706,-1.8414954375665096,0.08556866531822203,0.23403824805210702,0.3694717295094296,0.42482239388344045,0.8218014319577102,0.1636190289338013,0.0813529607195274,0.0778752773389332,0.025302050090182816,,,,,5,0.6818285599525709,407,0.14961578663531394,0.49294945938195506,1.9713235175833093,-0.4356981097521674,0.37957723638879737,-0.6501111770805997,0.6919824549942214
8-2,0.8956647258092942,1279,-688.1599599724633,3.277381011055636,,,,0.5697100557203169,0,1,0.5275642480010474,2.608626502880069e-07,13.031066272560258,-1.8694289687479548,0.09935924111217327,0.3606849752268079,0.47930357822717284,0.42162109941621806,0.7874019759140151,0.27357571298486055,0.056428322967977625,0.08483315965307797,0.027664202057008484,,,,,6,0.611881312478426,371,0.34089167955008404,0.5706706247160873,2.7736553865544127,-0.42206570793323817,0.45502662200615035,-0.6446152214019338,0.7854579828058842
9-2,0.9002827320996236,1279,-714.631055599081,2.9490552140626645,,,,0.5402097662607853,0,1,0.4953284895696849,3.2174242713048324e-07,11.97224748634813,-2.0537381520969413,0.12837545869547776,0.3216330192846807,0.45086400872017984,0.4089672527521282,0.7855515239607391,0.12814610096904336,0.062334309558499446,0.09054087981939056,0.021924144706908694,,,,,6,0.6278398742761162,363,0.24855749060750565,0.5577103039579279,2.4799096316012936,-0.42710584352984454,0.4236794258020247,-0.6536606748941365,0.7418256193120073
10-2,0.902571210748718,1279,-619.4396236208992,3.1012419470099477,,,,0.5854904564630916,0,1,0.5395395033005438,2.585565747487068e-07,12.876767266399511,-1.322649683189668,0.1423544691484643,0.35854326755239463,0.5335645507808676,0.41882123523604786,0.7829635969513077,0.25784820195594793,0.05971148157235417,0.10024267994890057,0.020588068675071392,,,,,7,0.5963778165883535,333,0.292342941748458,0.602483727987861,2.9745092403678552,-0.42076879600237266,0.4661671748832355,-0.6516113922180448,0.8322154479812437
1-3,0.8935643235500338,1279,-839.8954891896666,3.1539806094985257,,,,0.4932558581391111,0,1,0.4340563275371152,4.611857607432109e-07,11.752422392796435,-1.7546308239128492,0.11334794512504327,0.18004759712542062,0.35870882482847594,0.40701509823127985,0.7967333531591098,0.28733932658072253,0.11718041452535938,0.07646073464848671,0.025158455274386073,,,,,6,0.6971726656968157,395,0.10605137512785268,0.49721624659275415,1.8579689098186762,-0.4148764822987707,0.26378474290271275,-0.6363509742162006,0.5246817470483742
2-3,0.9063699121943061,1279,-771.2627700000915,3.0735039667787465,,,,0.5260367415631056,0,1,0.4777784380029998,3.3512194979503426e-07,12.014169733620136,-1.4071752511085056,0.10591180181378441,0.30974209767581,0.41478233042452856,0.4123369014182644,0.7893762231670275,0.24980047550938597,0.0687036136848327,0.08593634559697515,0.022569980473418266,,,,,6,0.6494815135916862,403,0.21293401080642338,0.5275484295547568,2.292533323511778,-0.4274053463866629,0.3775801096034759,-0.6538406638083482,0.6915926292795505
3-3,0.9353430463704278,1279,-813.2205732245761,2.910320011460181,,,,0.5263352433193248,0,1,0.4785779227257424,3.5677165811504626e-07,11.592532834853936,-2.555715405753084,0.08179625056504963,0.22040272742999442,0.4171342148125281,0.4267298512032806,0.8312126796627397,0.4080530881825112,0.08575831348315756,0.08364589796948328,0.025007810076795322,,,,,6,0.66164405187713,379,0.1399749070637033,0.518534479823809,2.286981261875069,-0.4465248616233017,0.3500853129541022,-0.6608693149030455,0.6453803587910153
4-3,0.9519345916138076,1279,-869.9093197145855,3.097709770692011,,,,0.48915053663909575,0,1,0.44925544147093577,4.487178272565886e-07,11.41467380528796,-1.8200568093522103,0.08273934257114715,0.17850331926797092,0.3721621332041604,0.41323631570650754,0.8346479713786257,0.3917217337681427,0.10917322847419855,0.07824171850369116,0.02461642766661895,,,,,5,0.679971448700897,389,0.11581072019695948,0.4928847296041263,1.989658230965026,-0.43421642959593965,0.33835745795438193,-0.64209129574258,0.6184100355027577
5-3,0.8688134308543243,1279,-985.0170910240865,2.6546424577341483,,,,0.46945055761186394,0,1,0.4200368441585749,4.3320073288231525e-07,10.686080714482836,-1.2460278174751849,0.04637004037424533,0.14384109987448035,0.33412927911299195,0.4412367643620457,0.8802730178985848,0.15043825947628184,0.10402846123704391,0.07221016579914515,0.026156874868345392,,,,,5,0.7137735390041892,405,0.0997042371206539,0.4449927975403084,1.700824727338411,-0.45582528566313524,0.3181115527393927,-0.6507537660358143,0.5868671570733714
6-3,0.8488268479005473,1279,-1041.764234807919,2.607646392403037,,,,0.44711858746603167,0,1,0.4007526985334121,4.6100011047541893e-07,10.403566407753665,-1.3198735799500767,0.03999213435348487,0.10035371594918664,0.3122848309297003,0.44376835966411493,0.9007873400131556,0.07027575057020495,0.1046475269759731,0.08102885105606933,0.018965793514292804,,,,,8,0.7278690726853825,453,0.060701126938090044,0.4229350014143851,1.5804165752122963,-0.475112993118239,0.29513657411947575,-0.662624809027322,0.547301265105656
7-3,0.8917142193563931,1279,-932.2428473737433,3.285440726693466,,,,0.4575345184226161,0,1,0.40881152210167426,4.4907502123664887e-07,11.795128567261715,-1.5360130413426962,0.08933390639513762,0.12968282799342998,0.32380457309578115,0.42378244379165714,0.8451578237508619,0.13196941856361896,0.09359110006190907,0.09406227799244217,1.4534521459633788e-11,,,,,5,0.7315684695618465,437,0.09460770482300518,0.4570132374642307,1.6717076731110936,-0.444047095831798,0.25931392252105423,-0.6508597970042018,0.5152945220254491
8-3,,1279,-761.5161477373866,3.1143574723520815,,,,0.5389525184345884,0,1,0.509950440819993,2.94513436542021e-07,12.463151833690612,-1.9520084997962273,0.07267264491839118,0.23890749740002348,0.45949012155332825,0.4522045548072605,0.8431192863992185,0.20731089135504605,0.06363744211463032,0.08463906354643118,0.027594332773022003,,,,,6,0.6532774939021118,373,0.24551511579511198,0.5414067440111051,2.5226937263279408,-0.4559069619372786,0.3353767258814248,-0.6650809617079155,0.6254980292288743
9-3,0.877314778302538,1279,-885.6535592653114,2.9808102825544407,,,,0.4737147773226408,0,1,0.43964550144588077,4.1850968158029085e-07,11.294783576142933,-1.981402466457636,0.08003912942185509,0.23204351255932565,0.3719705308384858,0.4400443016512966,0.8342193114333408,0.1269188195376975,0.0979847554744958,0.08157933418369466,0.02317498701846484,,,,,6,0.6857793847518638,427,0.15991255918312164,0.4818614675993258,1.9235760493935794,-0.44641368942748166,0.3481187959224867,-0.6626537759037335,0.6635527318777229
10-3,0.8730133241082405,1279,-832.0132300361846,2.9419632783861545,,,,0.5029472532454987,0,1,0.4444324875265019,4.085305033786841e-07,11.386037136581995,-0.6944955809076967,0.11874571173548186,0.22067186148533618,0.39281577597333844,0.4226428982812239,0.8204687989820674,0.11505322466646599,0.08635949875460451,0.09978356377887233,0.0,,,,,6,0.671949429732279,385,0.167758738135395,0.5075591017143161,2.05534272461568,-0.4343487040760142,0.3488380791617764,-0.6483715098973557,0.6448275088826874
1-4,0.8941083821101489,1279,-1157.6461797773768,2.937703868582021,,,,0.41493386271738425,0,1,0.3705047596485387,4.932177534212833e-07,10.800548231017956,-1.6545367541995497,0.008850349659494756,0.08001738457409502,0.2774462552466062,0.47441807907119915,0.938564274336433,0.108670348320496,0.08430450645357862,0.07106993765701557,0.02235891086249015,,,,,6,0.7514261118438715,453,0.045387838846416506,0.3742417218120183,1.3080115994992305,-0.4821315120252021,0.2986812084323949,-0.6656581265275352,0.5563872022494096
2-4,0.8937465050196405,1279,-865.6575749625881,2.895961192703673,,,,0.5021236706953812,0,1,0.45847857675436343,4.826809368374184e-07,11.542655160619573,-1.4180114846145704,0.07468491491461311,0.1232446732397016,0.3907508091096042,0.415461376119034,0.8684772507893483,0.2430163158445876,0.10355313596631134,0.07842160605659716,0.02580743453537505,,,,,8,0.6970678230546573,395,0.09524226789987311,0.49587558088089606,1.999292186337179,-0.4435127869224364,0.30318957848441797,-0.6451378341686811,0.5784206815350619
3-4,0.8354117904685603,1279,-952.4501829527688,2.408908039772344,,,,0.4585457958022516,0,1,0.4000944559176891,4.4312598294891265e-07,10.078697301449743,-1.2395327340802698,0.08720124212601393,0.16330227996184596,0.31870608043881693,0.4134952999042362,0.8369851496693627,0.18574788845848073,0.10142814668396163,0.09125828701748748,3.527939581492448e-11,,,,,6,0.7167820762415138,413,0.1483630973782769,0.45071470111273715,1.6015116290703106,-0.4407253688091432,0.33097044006002807,-0.648001928410524,0.6205200000332836
4-4,0.8877676802128543,1279,-1122.5754221147058,2.904935705410009,,,,0.403720516031895,0,1,0.3631940118583308,6.13411596154353e-07,10.395799437700708,-1.5438538517007596,0.01933296168416828,0.1532452552056963,0.24249571159184913,0.46107170060644054,0.8738476258754683,0.19336334030375607,0.12688225876081466,0.06887062270947993,0.02366172048295815,,,,,8,0.7493251928767906,461,0.07727741221170648,0.3746633593925621,1.283660297701355,-0.45767450986729974,0.3102583853179469,-0.6501324780547304,0.5479463503617148
5-4,0.8960304519287401,1279,-1243.3857426135517,3.6536338345480464,,,,0.41015896579475825,0,1,0.34790440103877907,6.678497222648321e-07,11.670158798244449,-1.6450579352519838,-0.009831624863347963,0.03339834610887954,0.2571068066258372,0.48224881493525645,0.9897061395667912,0.07712848429229253,0.12121027875890902,0.0792200268216869,0.0,,,,,6,0.7914457339952388,471,0.027385433633098755,0.33949989875828035,1.1428976630404635,-0.5054249429234816,0.2956795642416427,-0.6758329654171841,0.5413712125101673
6-4,,1279,-1066.265722989654,2.100492625367908,,,,0.4213496169265119,0,1,0.36363936869524116,5.55980223445628e-07,8.843712264332327,-2.319121547638794,0.05724635330780589,0.075822262440913,0.26659631316614746,0.4405648276134762,0.8954954434899396,0.13814753088340764,0.09240626060577234,0.08289718121790733,0.0,,,,,6,0.7529153186214863,421,0.06316956783895122,0.39707102167291153,1.284726915963361,-0.4463308747448262,0.2524273941943421,-0.646923135043962,0.5111792021949265
7-4,0.9012675435892713,1279,-1133.481761672621,3.0774616967502517,,,,0.3964104297797415,0,1,0.3385586189020868,5.587720767010268e-07,10.669382554959473,-0.8621966108408672,0.04664374976226863,0.05446005072915719,0.23987916793760017,0.4537282840385904,0.923757498483781,0.007326458257461775,0.10843448665870961,0.07961992277790347,0.0,,,,,5,0.7897570069357376,461,0.046866323437881,0.36698815035874904,1.1048724918690398,-0.47516390174824735,0.2461973765972554,-0.6683054016432982,0.49867354609249953
8-4,0.9030282319671726,1279,-958.6010799600174,2.9577142159284566,,,,0.4252846774744819,0,1,0.37747208193846593,5.592364385196378e-07,10.72303495127653,-0.5173759210575188,0.09847988060408254,0.16808939402156925,0.28242160794176746,0.40900230152257616,0.823491940558161,0.0704686772600987,0.14407353672863707,0.07394474759402452,0.02043972200889474,,,,,9,0.7343393270157951,427,0.15287973667004073,0.4348983387979042,1.3843764300660921,-0.41661636962354875,0.29219876096236413,-0.6241615692118082,0.5423859717729608
9-4,0.872605786425424,1279,-1088.1885166123293,2.3840281634512785,,,,0.4484032261723164,0,1,0.38772157854725975,4.3189942313021445e-07,9.502953617814644,-2.7278945994259938,0.027421372924774274,0.09063214487777493,0.2994114956963828,0.4555443099320594,0.9138694768203935,0.14668078989375982,0.09985584923527464,0.07895065536377167,0.020749368244867297,,,,,4,0.7327279935084051,451,0.08936256263147124,0.4028163689519295,1.4831633501557788,-0.4705296613687892,0.30066000197076065,-0.6530760188696589,0.5547627307973136
10-4,,1279,-965.4676812629616,2.588158537933004,,,,0.44259998446367854,0,1,0.3910584054663283,4.893507972696067e-07,10.34948547693284,-3.0908665493911682,0.08521578992724665,0.12034071545011601,0.3206845922054241,0.419324919541584,0.8637346361823022,0.11363759134248362,0.0984016768004519,0.0689183665220426,0.025635505210023987,,,,,5,0.7385439155258298,451,0.07897675498621304,0.4413488844842236,1.4760977349497164,-0.437213716034382,0.28139416178874066,-0.6490577440150129,0.5751939225647871
1-5,0.8606970507529325,1279,-1192.010684654891,2.9461238190529992,,,,0.38010659958351356,0,1,0.3336237472130825,6.236526546821332e-07,10.364744027590248,-1.6900875542846832,0.016816835998726763,0.04663733243584013,0.22676990059708355,0.45464889343847964,0.9461763907752851,0.01275960944964039,0.17584404765449294,0.07210247792617293,7.005896482392025e-10,,,,,6,0.7875016605759247,473,0.05475724918638314,0.34236595147159216,1.015938455433082,-0.47900013182691314,0.2884560715888048,-0.6603129080789498,0.5502154084395389
2-5,0.8887773872225118,1279,-1029.7680943516534,3.125867796285146,,,,0.42107658298866507,0,1,0.3703179658782316,5.486943055970219e-07,11.1141061789068,-1.1869066870885214,0.07102990434753625,0.1263058730853794,0.27540727277738675,0.4363541332259406,0.8677461216214357,0.05891802870648988,0.10546186711855818,0.08476684320593209,0.0,,,,,7,0.7388236492905679,461,0.07147800336488297,0.41116570495052884,1.3342059534885413,-0.4483694884870542,0.31162000085909236,-0.6469540750710606,0.5884498468929542
3-5,0.902504466888873,1279,-1013.7957076748963,2.8255829524723772,,,,0.42988518227583117,0,1,0.36876483031518426,4.829731788319366e-07,10.329880417678599,-2.2627217868892617,0.08770703658806554,0.07586013166248405,0.29331166576399403,0.4221979960458308,0.8881829230919368,0.033616193774630265,0.10031404555744444,0.08811900716795514,7.501417560104304e-13,,,,,5,0.7597839036757588,473,0.0924269933401003,0.4226262038549712,1.3455928784334956,-0.44212609223886384,0.25175146201077087,-0.643320164307585,0.5020424182326236
4-5,0.9072041482136297,1279,-1071.3670060636248,3.0470216086425586,,,,0.438578246837135,0,1,0.392641138148512,4.5899448325877224e-07,10.999491707509625,-1.8468144859720406,0.024664025959506612,0.07959915234748614,0.2989580034347648,0.45881408932385415,0.909667325071914,0.04185691361203122,0.09810244079015328,0.0828940644962049,0.0,,,,,5,0.7403339499994528,469,0.10433733212316476,0.4037658706286761,1.4769190867955893,-0.4735287260483741,0.26988279764822004,-0.6688334891995047,0.5415647131380532
5-5,0.8705476106451283,1279,-1039.265173798794,2.1298179273077205,,,,0.3689712237895228,0,1,0.31299450899121595,7.210976140366171e-07,8.660212296236068,-0.43918469210931615,0.10690903849143422,0.08476878750178965,0.22868052121653215,0.40764516787379423,0.8636536535375462,0.028022286177553767,0.1512647040652308,0.08126428752916591,0.0,,,,,5,0.7854818994435381,461,0.061656529309429886,0.3851410942794682,0.96059155846484,-0.42914362909430676,0.22772970592848446,-0.6439551064282937,0.489637086360553
6-5,0.8841793545210566,1279,-1083.9377458281504,2.410334662216909,,,,0.3956048722174786,0,1,0.3302701186941551,5.84838988001425e-07,9.531278474843317,-1.1993523893872753,0.08907674412138589,0.049273787495357595,0.25279828462884557,0.4172887512339508,0.9106522441353143,0.05281158632420508,0.12028142704795858,0.09121437105046293,9.122407846993716e-17,,,,,6,0.7914614944529662,457,0.06431524209917172,0.3889466340993567,1.107359835126627,-0.44798422778323643,0.24771425187050966,-0.6320231159548458,0.44656399188228113
7-5,0.8722921622213445,1279,-1214.991516035743,3.237716094356182,,,,0.327235731068861,0,1,0.27852154363911186,5.95311858802931e-07,10.044348435940291,-0.9262343983924404,0.030856476594922435,0.06199365197257844,0.1559503339095837,0.4477090700827424,0.9017142617401653,0.022828600076794815,0.15047361705364937,0.04996868282297513,0.029021736949885114,,,,,5,0.825618281990394,486,0.059088072200770725,0.30094843515820524,0.7125440695899125,-0.4509743671002602,0.23238048680767157,-0.6398906354543958,0.44409949373822505
8-5,0.8521344273038735,1279,-1141.7871016565473,2.62895344043934,,,,0.43021881385892374,0,1,0.3773823115481115,4.565152545556704e-07,10.464202799237238,-1.191419193584653,0.005911914598393012,0.09835252392494483,0.27819979249143456,0.46897431281894875,0.9258175130182809,0.09709872008794738,0.1023061092001189,0.07061867327490415,0.026268295442701747,,,,,5,0.7493261920794244,473,0.08860014660560545,0.3771464299682504,1.3592858434699087,-0.48345693757749364,0.3173819586737474,-0.6623903970033994,0.5766353647561349
9-5,0.8825273329744302,1279,-1120.489039524814,2.5836209523425078,,,,0.3799082186807205,0,1,0.325875410807587,6.747082076746489e-07,9.798509463795478,-1.3883272208902748,0.060657829800089734,0.08430599193432384,0.23033560721971255,0.44065483413726064,0.9055173546697162,0.1352083298231896,0.14067322613387767,0.07924334824937146,0.0,,,,,6,,439,0.053930952235547225,0.3648306294157689,1.0189789170283945,-0.4593668968784363,0.2494929129139127,-0.6506176415605406,0.47909221794218265
10-5,0.8217130224562377,1279,-936.7553160647444,2.77219853560913,,,,0.44118265142893065,0,1,0.38451936552554755,4.7397908052897585e-07,10.849935950877734,-0.904146196119385,0.11634848189993244,0.10612322202170871,0.3204936753575872,0.4072829674324603,0.8582330510214203,0.04773674235314847,0.10885666131666671,0.09442434367021424,1.0529328586422144e-17,,,,,8,0.7401124677520752,423,0.10099518876576696,0.452164746765212,1.4798048290699328,-0.4435835434020561,0.28416814922948447,-0.6588923225914289,0.5763371516283623
1-6,0.8735755018447471,1279,-755.1884558917425,2.934837924782601,,,,0.5473343636922227,0,1,0.49719861802089116,3.2854566478240916e-07,11.816780440018897,-1.4505490146061428,0.09369675970217721,0.26247856870864716,0.4293412718692514,0.4222328372650622,0.8114516212303777,0.16676468097240404,0.06587691260121734,0.08089389346976664,0.0284483558067223,,,,,6,0.634503935502672,381,0.19042633781383977,0.5414629449190099,2.4303082692946134,-0.4243472730040193,0.3284640947506275,-0.6387003288939394,0.5816500328717852
2-6,0.901025500500795,1279,-618.2588082213141,2.783121784286121,,,,0.5885322948412841,0,1,0.5377388813374346,2.2959052935152976e-07,12.20233979060748,-1.6506071971250453,0.1403812624770173,0.41581189448508354,0.5141323728257363,0.41513488919249586,0.7631381196554198,0.2524693512312073,0.04963875872229698,0.09910198587043453,0.023727417304075845,,,,,6,0.5975467393519784,367,0.35089869227348813,0.5984983907811404,2.944041274989268,-0.4088361640108052,0.46731198932481627,-0.6442400817879176,0.8230526220706484
3-6,0.9184650137892219,1279,-628.8110714924993,3.5004581630422655,,,,0.5757789552701416,0,1,0.5390719175246834,2.610847442866442e-07,13.4539246096895,-2.637745362315904,0.1276412898079231,0.39283226329966775,0.5138686510597962,0.40671309794012683,0.7703287719177938,0.46711996592538213,0.07581300257200776,0.09169480227010234,0.02671450258356534,,,,,6,0.6045516955893471,327,0.3056184404514607,0.594142227921727,2.9017514904328947,-0.4043673782851303,0.5060369689739752,-0.6386157240037698,0.9061711063971792
4-6,0.8854659606432904,1279,-670.0524111069831,3.004897545164917,,,,0.5609869190375983,0,1,0.5179403906014781,2.866367009547877e-07,12.375939687645836,-1.7472395302601902,0.13155969322245253,0.3562721081515896,0.4816521164745624,0.404688217047274,0.7780809075311002,0.39050378084137205,0.06257594208348898,0.09388776199707202,0.021161867154677917,,,,,6,0.6219373160583368,355,0.2876524144925673,0.577598494829508,2.7093717753616606,-0.4154283581256469,0.45001940203616014,-0.6467448109661706,0.7951029411246557
